DataRotation: 41 0 8
RootCenter: 400.9 120.3 -306
DataDimension: 689 393 200
Id X Y Z T Precursors Lineage CellFile Layer DivType
184 489.5 90.0486 125 193 "{181,183}" 181 -2 2 -
184 488.827 91.3943 124 274 "{181,183}" 181 -2 2 1
185 490.172 92.74 133 193 "{181,183}" 181 -2 3 -
185 517.759 90.7214 136 300 "{181,183}" 181 -2 3 -
191 282.934 108.216 128 1 {} 191 -3 1 -
191 303.12 94.0857 130 133 {} 191 -3 1 0
192 311.194 93.4128 132 134 {191} 191 -3 1 -
192 348.201 86.6843 133 222 {191} 191 -3 1 1
193 297.064 96.7771 132 134 {191} 191 -3 1 -
193 253.329 104.851 134 223 {191} 191 -3 1 1
194 256.693 102.833 133 224 "{191,193}" 191 -3 3 -
194 206.229 118.308 135 300 "{191,193}" 191 -3 3 -
195 255.347 101.487 129 224 "{191,193}" 191 -3 2 -
195 260.73 99.4685 129 300 "{191,193}" 191 -3 2 -
201 136.925 186.266 162 1 {} 201 3 1 -
201 156.438 190.976 165 200 {} 201 3 1 0
204 539.963 161.371 158 1 {} 204 3 1 -
204 448.456 151.278 160 124 {} 204 3 1 0
212 68.9673 164.062 133 1 {1212} 1212 -1 1 -
212 129.524 171.464 133 300 {1212} 1212 -1 1 -
219 287.644 90.7214 134 1 {} 219 -4 1 -
219 327.342 79.9558 141 160 {} 219 -4 1 0
221 642.237 75.9187 151 1 {} 221 -4 1 -
221 652.33 48.3318 156 223 {} 221 -4 1 0
234 556.785 91.3943 136 1 {} 234 -3 1 -
234 510.358 78.6101 138 120 {} 234 -3 1 0
246 346.182 89.3757 137 223 "{191,192}" 191 -3 3 -
246 343.491 88.03 135 300 "{191,192}" 191 -3 3 -
247 350.892 82.6472 130 223 "{191,192}" 191 -3 2 -
247 358.966 78.6101 126 300 "{191,192}" 191 -3 2 -
248 340.799 77.2644 141 161 {219} 219 -4 1 -
248 387.226 69.863 139 253 {219} 219 -4 1 1
249 313.885 83.3201 141 161 {219} 219 -4 1 -
249 251.31 92.0671 141 300 {219} 219 -4 1 -
250 522.469 74.573 138 121 {234} 234 -3 1 -
250 539.291 73.9001 141 246 {234} 234 -3 1 0
251 490.845 79.283 138 121 {234} 234 -3 1 -
251 449.128 77.9373 134 246 {234} 234 -3 1 0
261 462.585 149.932 160 125 {204} 204 3 1 -
261 537.945 149.932 168 300 {204} 204 3 1 -
262 439.708 153.297 160 125 {204} 204 3 1 -
262 374.442 169.445 163 256 {204} 204 3 1 1
271 168.549 191.649 165 201 {201} 201 3 1 -
271 228.433 192.995 165 300 {201} 201 3 1 -
272 144.327 192.995 165 201 {201} 201 3 1 -
272 59.5474 208.47 170 300 {201} 201 3 1 -
273 663.768 49.0046 155 224 {221} 221 -4 1 -
273 684.626 42.2761 157 300 {221} 221 -4 1 -
274 639.545 48.3318 155 224 {221} 221 -4 1 -
274 560.822 57.0789 147 300 {221} 221 -4 1 -
336 375.115 164.735 165 257 "{204,262}" 204 3 3 -
336 367.041 168.772 166 300 "{204,262}" 204 3 3 -
337 375.788 174.155 165 257 "{204,262}" 204 3 2 -
337 377.133 184.248 165 300 "{204,262}" 204 3 2 -
340 389.245 73.9001 142 254 "{219,248}" 219 -4 3 -
340 389.245 70.5359 144 300 "{219,248}" 219 -4 3 -
341 385.208 61.7888 138 254 "{219,248}" 219 -4 2 -
341 382.516 65.8259 137 300 "{219,248}" 219 -4 2 -
342 457.203 80.6287 135 247 "{234,251}" 234 -3 1 -
342 481.425 79.9558 137 300 "{234,251}" 234 -3 1 -
343 441.054 81.9744 135 247 "{234,251}" 234 -3 1 -
343 419.523 79.9558 131 300 "{234,251}" 234 -3 1 -
344 548.71 72.5544 141 247 "{234,250}" 234 -3 1 -
344 607.921 67.8445 146 300 "{234,250}" 234 -3 1 -
345 531.216 73.9001 141 247 "{234,250}" 234 -3 1 -
345 501.611 77.9373 136 300 "{234,250}" 234 -3 1 -
349 424.906 96.1042 137 282 "{7,21,35,80}" 7 -2 7 -
349 424.906 98.1228 135 300 "{7,21,35,80}" 7 -2 7 -
350 425.579 92.74 130 282 "{7,21,35,80}" 7 -2 6 -
350 424.906 101.487 126 300 "{7,21,35,80}" 7 -2 6 -
352 231.125 192.322 156 295 "{11,27,68,70}" 11 2 3 -
